param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p1_cue_offset,p2_cue_type,p3_target_onset,p4_responseonset,p4_responsekey,p4_RT,p2_cue_offset,p2_cue_duration
0,0,0,21558.48397007,7.50043861399899,21566.019643,0,0,21568.739292066,21568.740181975,1,2.51832778300013,21566.2207016,0.201058599999669
0,0,0,21568.771138179,4.00081153499923,21572.787440354,0,0,21573.54366878,21573.54451612,1,0.554258431999187,21572.989199385,0.201759030998801
0,0,0,21575.536997462,2.40121931500107,21577.959080433,0,0,21580.681192099,21580.681774945,1,2.52056513099888,21578.160129454,0.201049021001381
0,0,0,21580.714153185,0.701310586002364,21581.442967532,0,0,21584.164836795,21584.165469785,1,2.51943287299946,21581.644609118,0.201641586001642
0,0,0,21584.186477929,4.0002145010003,21588.199716292,0,0,21590.901794102,21590.902433597,1,2.50078163199942,21588.400551908,0.200835615996766
0,0,0,21590.921906559,0.700403131999337,21591.652324639,0,0,21594.364008666,21594.364867335,1,2.50966304000031,21591.854136752,0.201812113002234
0,0,0,21594.390812163,1.30124078600056,21595.707345336,0,0,21598.413201516,21598.413915566,1,2.50416658000177,21595.908728926,0.20138358999975
0,0,0,21598.448562111,0.101229178999347,21598.576898624,0,0,21601.297401926,21601.298178673,1,2.51857154699974,21598.778550001,0.201651376999507
0,0,0,21601.325095592,0.801265712998429,21602.141081839,0,0,21604.866314841,21604.866894049,1,2.52302599399991,21602.34282353,0.201741691002098
0,0,0,21604.898128561,4.00122136100254,21608.916234446,0,0,21611.616547059,21611.617423534,1,2.49881651200121,21609.117474229,0.201239783000347
0,0,0,21611.632950092,4.00137746299879,21615.65668962,0,0,21618.361365952,21618.361839196,2,2.50382929700208,21615.857327147,0.200637527002982
0,0,0,21618.388584178,4.00031706300069,21622.409066236,0,0,21625.113478119,21625.114231735,2,2.50306873799855,21622.609863408,0.20079717200133
0,0,0,21625.147079379,4.00071915399894,21629.184630525,0,0,21631.89327379,21631.894033487,2,2.50626702299996,21629.386422061,0.20179153600111
0,0,0,21631.916107601,0.100537081001676,21632.028899002,0,0,21634.751669323,21634.752415396,2,2.52082549400075,21632.2308243,0.201925297998969
0,0,0,21634.785929747,1.60124543200072,21636.412676421,0,0,21639.110095982,21639.110883281,2,2.49595499299903,21636.613857067,0.201180645999557
0,0,0,21639.14294839,1.00125147500148,21640.171085905,0,0,21642.87226882,21642.872901998,2,2.49943752099716,21640.372289638,0.201203732998692
0,0,0,21642.893347029,0.301243108002382,21643.223208711,0,0,21644.209625994,21644.210293499,1,0.785150987001543,21643.424042771,0.200834060000489
0,0,0,21645.970226436,0.300242825000169,21646.28716192,0,0,21649.013483039,21649.014055879,2,2.52435766599956,21646.488649698,0.201487777998409
0,0,0,21649.04600124,0.100596104999568,21649.173609655,0,0,21650.14645564,21650.147674843,1,0.772052412998164,21649.374610191,0.201000535998901
0,0,0,21651.92237783,0.60066815800019,21652.544594236,0,0,21653.433514287,21653.43455283,1,0.687962618998426,21652.745441574,0.20084733800104
0,0,0,21655.297916681,1.40124306500002,21656.727118536,0,0,21658.359126444,21658.359788335,1,1.42985035099991,21656.928867656,0.201749119998567
0,0,0,21659.493532612,0.500481073999254,21660.042118432,0,0,21662.751648401,21662.752878877,2,2.50815424100074,21660.243948135,0.20182970300084
0,0,0,21662.791528729,1.30039622199911,21664.122784125,0,0,21666.831690734,21666.832139548,2,2.50667310100107,21664.324559198,0.201775073001045
0,0,0,21666.846816732,4.00091279400294,21670.879651985,0,0,21671.909848754,21671.910440489,1,0.828954147000331,21671.080192226,0.200540240999544
0,0,0,21673.610451703,0.201173897999979,21673.82948172,0,0,21676.541751762,21676.542595248,2,2.51008848100173,21674.031020369,0.201538648998394
0,0,0,21676.563896412,0.80028088600011,21677.392441436,0,0,21678.598556282,21678.598996584,1,1.00397051300024,21677.593779516,0.201338079998095
0,0,0,21680.139910462,0.90117700799965,21681.064730454,0,0,21683.76563448,21683.766307955,2,2.499347631001,21681.265749034,0.201018579999072
0,0,0,21683.794246115,0.401255290998961,21684.215655052,0,0,21686.932633806,21686.933443921,2,2.51444694499878,21684.417484104,0.201829051999084
0,0,0,21686.96623157,0.301259199000924,21687.295842649,0,0,21688.591969117,21688.592974571,1,1.09490944499703,21687.496816751,0.200974102001055
0,0,0,21690.052997783,1.80128092299856,21691.8860358,0,0,21692.785706203,21692.786523397,1,0.698027694001212,21692.087338798,0.201302998000756
0,0,0,21694.641777771,0.101230536998628,21694.764594187,0,0,21695.882319027,21695.883123646,1,0.915485752000677,21694.9664275,0.201833312999952
0,0,0,21697.511420922,0.101181075999193,21697.630591101,0,0,21700.350623803,21700.351361499,2,2.51783167400208,21697.832194158,0.201603057001194
0,0,0,21700.385182312,3.00069265300044,21703.400528367,0,0,21706.12251222,21706.122974768,2,2.52036434199908,21703.601496159,0.200967791999574
0,0,0,21706.149093195,0.201130702000228,21706.369104559,0,0,21707.169137223,21707.169581593,1,0.598639714000456,21706.570525102,0.201420543002314
0,0,0,21709.108213675,1.2011550419993,21710.338146105,0,0,21713.066702543,21713.067745122,1,2.52728408699841,21710.539168617,0.201022511999327
0,0,0,21713.097455182,4.00124178600163,21717.122279856,0,0,21719.832296009,21719.832970882,2,2.50779227899693,21717.324096883,0.201817026998469
0,0,0,21719.853738538,1.40121354800067,21721.281936697,0,0,21723.983987555,21723.984513545,2,2.49963150999974,21721.483851418,0.201914721001231
0,0,0,21724.004743612,4.00124149199837,21728.030822831,0,0,21728.792525384,21728.793053769,1,0.559152395999263,21728.232596544,0.201773713000875
0,0,0,21730.778121068,4.00125975599803,21734.795377446,0,0,21737.507883923,21737.508625832,1,2.51064997100184,21734.99708295,0.201705504001438
0,0,0,21737.540894699,0.101273014999606,21737.669944753,0,0,21740.390969177,21740.39163608,2,2.51894952300063,21737.871606714,0.201661961000354
0,0,0,21740.424557635,0.100608329001261,21740.558591944,0,0,21743.275801195,21743.276550477,2,2.5152550060011,21740.760215922,0.201623977998679
0,0,0,21743.308503155,1.20090578600139,21744.535832011,0,0,21745.410078404,21745.410858997,1,0.672166295997158,21744.737637637,0.201805626002169
0,0,0,21747.285512798,0.301303198000824,21747.605139848,0,0,21749.479084817,21749.480239114,1,1.67219914599991,21747.806927667,0.201787818998127
0,0,0,21750.358171246,1.10122965100163,21751.498519421,0,0,21754.203970284,21754.204629109,2,2.5035432850018,21751.700007234,0.201487813003041
0,0,0,21754.232618652,0.301241011999082,21754.554243354,0,0,21757.254670084,21757.255365449,2,2.49823050299892,21754.756064358,0.201821004000521
0,0,0,21757.287304389,6.80120568699931,21764.111263409,0,0,21766.809759756,21766.810458029,2,2.49634282099942,21764.312839172,0.20157576299971
0,0,0,21766.842909597,0.401246535002429,21767.271630795,0,0,21769.973840818,21769.974581762,2,2.5000573599973,21767.473460002,0.201829206998809
0,0,0,21770.012282647,4.00099307599885,21774.041788072,0,0,21776.748411911,21776.749079898,2,2.50492252999902,21774.243072269,0.20128419699904
0,0,0,21776.781398042,3.00125176499932,21779.81208378,0,0,21782.517680597,21782.518370909,2,2.50329828600297,21780.014070874,0.201987093998468
0,0,0,21782.539884862,0.101209866999852,21782.674593207,0,0,21785.373766205,21785.374577095,2,2.4971954749999,21782.876339594,0.20174638699973
0,0,0,21785.401784727,2.80123222000111,21788.228480188,0,0,21789.061927698,21789.062698076,1,0.631496112997411,21788.430269971,0.201789782997366
0,0,0,21790.972537578,1.90123593500175,21792.892085946,0,0,21795.614495847,21795.615123026,2,2.51989978799975,21793.094012278,0.201926331999857
0,0,0,21795.648561465,1.60076226399906,21797.281894949,0,0,21797.972724092,21797.973545999,1,0.489928293001867,21797.48277555,0.2008806010017
0,0,0,21800.034029442,0.201293928999803,21800.267802619,0,0,21800.899710085,21800.900682747,1,0.429958849999821,21800.469630477,0.201827857999888
0,0,0,21803.020657781,0.201268972003163,21803.255072378,0,0,21805.970997649,21805.97177472,2,2.51377362900166,21803.456891845,0.201819466998131
0,0,0,21805.999915687,0.101210111999535,21806.120663084,0,0,21808.822556578,21808.823273102,2,2.50062593500115,21806.321629599,0.200966514999891
0,0,0,21808.844887005,0.201256370997726,21809.071487254,0,0,21811.788736966,21811.7896606,2,2.51615755999956,21809.272347309,0.200860054999794
0,0,0,21811.803426196,0.301188747002016,21812.122595804,0,0,21814.834328048,21814.834968096,2,2.50926772199819,21812.324629191,0.202033386998664
0,0,0,21814.86837313,9.10090085399861,21823.994062049,0,0,21826.710160349,21826.710792736,2,2.51372966599956,21824.195939191,0.201877141997102
0,0,0,21826.743391705,6.80041442799848,21833.612320403,0,0,21836.37266064,21836.373556726,2,2.55869220500244,21833.814186263,0.201865859999089
0,0,0,21836.442988845,0.500653432001855,21836.972456115,0,0,21839.676832585,21839.67768665,2,2.50213188400085,21837.174289856,0.201833741000883
0,0,0,21839.705546823,1.70121067299988,21841.420771455,0,0,21844.124394495,21844.12500934,2,2.50114188500083,21841.622835473,0.202064018001693
0,0,0,21844.156842254,0.50120683500063,21844.689471888,0,0,21847.410638907,21847.411402524,2,2.51909914700082,21844.89128054,0.201808652000182
0,0,0,21847.44377246,1.20120480100013,21848.677683558,0,0,21851.394094283,21851.394792651,2,2.51445927000168,21848.879224576,0.201541018002899
0,0,0,21851.427108971,0.101308080000308,21851.560070611,0,0,21854.302539095,21854.30304441,2,2.54101567700127,21851.760982142,0.200911530999292
0,0,0,21854.349996025,0.100319102999492,21854.518904684,0,0,21857.218050504,21857.218840841,2,2.49737032000121,21854.720473142,0.201568458000111
0,0,0,21857.24621539,0.600290035999933,21857.867342818,0,0,21858.766979966,21858.768087896,1,0.697921840001072,21858.069150862,0.201808043999335
0,0,0,21860.6119611,0.401205468999251,21861.033485526,0,0,21863.736859225,21863.73753309,2,2.50188266599798,21861.234581259,0.20109573299851
0,0,0,21863.770216422,0.000105825001810445,21863.79843707,0,0,21866.514491261,21866.515208996,2,2.51389079100045,21864.000239746,0.201802676001535
0,0,0,21866.536389764,1.40121205499963,21867.952246792,0,0,21870.658303702,21870.659267044,2,2.50399407200166,21868.154193305,0.201946512999712
0,0,0,21870.691742568,7.30122524200124,21878.027983173,0,0,21879.751218411,21879.751696529,1,1.52087082800062,21878.22976699,0.201783816999523
0,0,0,21880.77676516,0.801223910999397,21881.604566955,0,0,21882.434018031,21882.434480766,1,0.62761939900156,21881.80563446,0.201067505000537
0,0,0,21884.358424036,1.40122881800198,21885.774310371,0,0,21888.482138009,21888.482740293,2,2.50532976199975,21885.976336751,0.202026379996823
0,0,0,21888.514445486,8.60122610500184,21897.151257196,0,0,21899.875023856,21899.875702837,2,2.52135513199755,21897.353180905,0.201923708998947
0,0,0,21899.908695226,0.201250550999248,21900.137270982,0,0,21902.864443551,21902.865137351,2,2.52494769699842,21900.339080659,0.201809677000711
0,0,0,21902.898559568,3.00121519400273,21905.925898527,0,0,21906.648376925,21906.649398211,1,0.520399721001013,21906.127849608,0.201951081002335
0,0,0,21908.6875536,1.40122339200025,21910.119842063,0,0,21912.842479479,21912.843178866,2,2.52072160199896,21910.321524852,0.201682789000188
