param_fmriSession,param_counterbalanceVer,RAW_param_triggerOnset,param_AR_invalid_sequence,param_valid_type,p1_fixation_onset,p1_param_jitter,p1_fixation_offset,p1_ptb_fixation_duration,p2_cue_type,p2_cue_onset,p2_cue_offset,p2_cue_duration,p3_target_type,p3_target_onset,p4_responseonset,p4_responsekey,p4_responsekeyname,p4_RT,p4_fixation_fillin,p4_fixation_duration,p5_fixation_onset,RAW_p1_fixation_onset,RAW_p1_fixation_offset,RAW_p2_cue_onset,RAW_p2_cue_offset,RAW_p3_target_onset,RAW_p4_responseonset,RAW_p4_fixation_fillin,RAW_p5_fixation_onset,RAW_param_end_instruct_onset,experimentDuration,param_end_biopac,CHANGE
4,2,1605223328.5071,1,invalid,125.093983163834,1.7,126.798522939682,1.70453977584839,right,126.811293592453,127.013792982101,0.202499389648438,left,127.028041830063,129.028359880447,0,nan,0,-1605223331.2671,0,129.045465936661,1605223456.36108,1605223458.06562,1605223458.07839,1605223458.28089,1605223458.29514,1605223460.29546,0,1605223460.31257,1605223927.52157,599.014469146729,1605223927.53523,1605223460.51655
4,2,1605223328.5071,1,invalid,129.262215366364,1.2,130.465103855133,1.20288848876953,right,130.479337682724,130.680411806107,0.201074123382568,left,130.696085920334,132.696081867218,0,nan,0,-1605223331.2671,0,132.713509788513,1605223460.52932,1605223461.7322,1605223461.74644,1605223461.94751,1605223461.96319,1605223463.96318,0,1605223463.98061,1605223927.52157,599.014469146729,1605223927.53523,1605223464.18383
4,2,1605223328.5071,1,invalid,132.93025683403,6,138.931649913788,6.00139307975769,right,138.949183931351,139.150413980484,0.201230049133301,left,139.165931692123,141.166092863083,0,nan,0,-1605223331.2671,0,141.183356275558,1605223464.19736,1605223470.19875,1605223470.21628,1605223470.41751,1605223470.43303,1605223472.43319,0,1605223472.45046,1605223927.52157,599.014469146729,1605223927.53523,1605223472.6543
4,2,1605223328.5071,0,valid,141.400104036331,5,146.401713838577,5.00160980224609,left,146.418655862808,146.621546974182,0.202891111373901,left,146.635403146744,148.635573854446,0,nan,0,-1605223331.2671,0,148.652826776505,1605223472.6672,1605223477.66881,1605223477.68576,1605223477.88865,1605223477.9025,1605223479.90267,0,1605223479.91993,1605223927.52157,599.014469146729,1605223927.53523,1605223480.1231
4,2,1605223328.5071,0,valid,148.869575967789,2.3,151.171234836578,2.30165886878967,right,151.187112083435,151.388494005203,0.201381921768188,right,151.403859605789,153.403891792297,0,nan,0,-1605223331.2671,0,153.421284666061,1605223480.13668,1605223482.43833,1605223482.45421,1605223482.65559,1605223482.67096,1605223484.67099,0,1605223484.68838,1605223927.52157,599.014469146729,1605223927.53523,1605223484.89239
4,2,1605223328.5071,1,invalid,153.638031949997,0.8,154.439534893036,0.80150294303894,left,154.455006113052,154.657778968811,0.202772855758667,right,154.671753396988,156.672017803192,0,nan,0,-1605223331.2671,0,156.689178218842,1605223484.90513,1605223485.70663,1605223485.72211,1605223485.92488,1605223485.93885,1605223487.93912,0,1605223487.95628,1605223927.52157,599.014469146729,1605223927.53523,1605223488.16001
4,2,1605223328.5071,1,invalid,156.905926218033,0.8,157.714869966507,0.808943748474121,right,157.722899904251,157.930107822418,0.207207918167114,left,157.939647665024,159.939913978577,0,nan,0,-1605223331.2671,0,159.957071533203,1605223488.17303,1605223488.98197,1605223488.99,1605223489.19721,1605223489.20675,1605223491.20701,0,1605223491.22417,1605223927.52157,599.014469146729,1605223927.53523,1605223491.42741
4,2,1605223328.5071,0,valid,160.173819532394,0.5,160.681620826721,0.507801294326782,left,160.690680494308,160.898041000366,0.207360506057739,left,160.907428970337,162.907545795441,0,nan,0,-1605223331.2671,0,162.924853076935,1605223491.44092,1605223491.94872,1605223491.95778,1605223492.16514,1605223492.17453,1605223494.17465,0,1605223494.19195,1605223927.52157,599.014469146729,1605223927.53523,1605223494.39513
4,2,1605223328.5071,0,valid,163.141601076126,1.6,164.748116006851,1.6065149307251,right,164.758874883652,164.963711013794,0.204836130142212,right,164.975622644424,166.976529827118,0,nan,0,-1605223331.2671,0,166.993046512604,1605223494.4087,1605223496.01522,1605223496.02597,1605223496.23081,1605223496.24272,1605223498.24363,0,1605223498.26015,1605223927.52157,599.014469146729,1605223927.53523,1605223498.46357
4,2,1605223328.5071,0,valid,167.209795227051,1.6,168.814799776077,1.60500454902649,left,168.827069988251,169.031939973831,0.204869985580444,left,169.043817272186,171.043932905197,0,nan,0,-1605223331.2671,0,171.061241855621,1605223498.4769,1605223500.0819,1605223500.09417,1605223500.29904,1605223500.31092,1605223502.31103,0,1605223502.32834,1605223927.52157,599.014469146729,1605223927.53523,1605223502.53343
4,2,1605223328.5071,1,invalid,171.277989854813,2.1,173.381288995743,2.10329914093018,right,173.395450820923,173.596839895248,0.201389074325562,left,173.612200012207,175.612583866119,0,nan,0,-1605223331.2671,0,175.629623165131,1605223502.54509,1605223504.64839,1605223504.66255,1605223504.86394,1605223504.8793,1605223506.87968,0,1605223506.89672,1605223927.52157,599.014469146729,1605223927.53523,1605223507.09985
4,2,1605223328.5071,0,valid,175.84637140274,5,180.848367919922,5.0019965171814,left,180.864923706055,181.067548980713,0.202625274658203,left,181.081670751572,183.081751813889,0,nan,0,-1605223331.2671,0,183.0990965271,1605223507.11347,1605223512.11547,1605223512.13202,1605223512.33465,1605223512.34877,1605223514.34885,0,1605223514.3662,1605223927.52157,599.014469146729,1605223927.53523,1605223514.56945
4,2,1605223328.5071,1,invalid,183.315843334198,4.6,187.921671857834,4.60582852363586,left,187.93424533844,188.136694898605,0.202449560165405,right,188.150992860794,190.151345005035,0,nan,0,-1605223331.2671,0,190.168417921066,1605223514.58294,1605223519.18877,1605223519.20135,1605223519.4038,1605223519.41809,1605223521.41845,0,1605223521.43552,1605223927.52157,599.014469146729,1605223927.53523,1605223521.63918
4,2,1605223328.5071,1,invalid,190.385165205002,1.5,191.886590948105,1.50142574310303,right,191.902402153015,192.103131999969,0.200729846954346,left,192.119151105881,194.119330873489,0,nan,0,-1605223331.2671,0,194.136574735641,1605223521.65227,1605223523.15369,1605223523.1695,1605223523.37023,1605223523.38625,1605223525.38643,0,1605223525.40367,1605223927.52157,599.014469146729,1605223927.53523,1605223525.60683
4,2,1605223328.5071,0,valid,194.353321781158,0.5,194.85486697197,0.501545190811157,left,194.870183696747,195.072875967026,0.202692270278931,left,195.08693145752,197.087295999527,0,nan,0,-1605223331.2671,0,197.104356517792,1605223525.62042,1605223526.12197,1605223526.13728,1605223526.33998,1605223526.35403,1605223528.3544,0,1605223528.37146,1605223927.52157,599.014469146729,1605223927.53523,1605223528.57471
4,2,1605223328.5071,1,invalid,197.321104040146,3,200.322675933838,3.00157189369202,right,200.338904132843,200.539690008163,0.200785875320435,left,200.555651655197,202.555683841705,0,nan,0,-1605223331.2671,0,202.573076477051,1605223528.5882,1605223531.58978,1605223531.606,1605223531.80679,1605223531.82275,1605223533.82278,0,1605223533.84018,1605223927.52157,599.014469146729,1605223927.53523,1605223534.04345
4,2,1605223328.5071,1,invalid,202.789825191498,5,207.798322906494,5.00849771499634,right,207.808377017975,208.013896932602,0.205519914627075,left,208.025123586655,210.025326004028,0,nan,0,-1605223331.2671,0,210.04254983902,1605223534.05693,1605223539.06542,1605223539.07548,1605223539.281,1605223539.29222,1605223541.29243,0,1605223541.30965,1605223927.52157,599.014469146729,1605223927.53523,1605223541.51278
4,2,1605223328.5071,0,valid,210.25929807663,0.8,211.065555801392,0.806257724761963,left,211.076271047592,211.28181599617,0.205544948577881,left,211.293019046783,213.293201913834,0,nan,0,-1605223331.2671,0,213.310443868637,1605223541.5264,1605223542.33266,1605223542.34337,1605223542.54892,1605223542.56012,1605223544.5603,0,1605223544.57754,1605223927.52157,599.014469146729,1605223927.53523,1605223544.78078
4,2,1605223328.5071,0,valid,213.527191390991,5.5,219.031260004044,5.50406861305237,right,219.045932283401,219.247001876831,0.201069593429565,right,219.262679567337,221.262972822189,0,nan,0,-1605223331.2671,0,221.280103435516,1605223544.79429,1605223550.29836,1605223550.31303,1605223550.5141,1605223550.52978,1605223552.53007,0,1605223552.5472,1605223927.52157,599.014469146729,1605223927.53523,1605223552.75028
4,2,1605223328.5071,0,valid,221.496852149963,5,226.499218931198,5.00236678123474,left,226.51540397644,226.718096961975,0.202692985534668,left,226.732152929306,228.732241859436,0,nan,0,-1605223331.2671,0,228.749577989578,1605223552.76395,1605223557.76632,1605223557.7825,1605223557.9852,1605223557.99925,1605223559.99934,0,1605223560.01668,1605223927.52157,599.014469146729,1605223927.53523,1605223560.21979
4,2,1605223328.5071,0,valid,228.966325035095,0.6,229.568649997711,0.602324962615967,right,229.58322142601,229.783869972229,0.200648546218872,right,229.799972286224,231.800409784317,0,nan,0,-1605223331.2671,0,231.817396631241,1605223560.23343,1605223560.83575,1605223560.85032,1605223561.05097,1605223561.06707,1605223563.06751,0,1605223563.0845,1605223927.52157,599.014469146729,1605223927.53523,1605223563.2883
4,2,1605223328.5071,0,valid,232.034143676758,0.7,232.73656701088,0.702423334121704,right,232.751079549789,232.952323904037,0.201244354248047,right,232.967828979492,234.968141784668,0,nan,0,-1605223331.2671,0,234.985253801346,1605223563.30124,1605223564.00367,1605223564.01818,1605223564.21942,1605223564.23493,1605223566.23524,0,1605223566.25235,1605223927.52157,599.014469146729,1605223927.53523,1605223566.45494
4,2,1605223328.5071,0,valid,235.202002038956,1.1,236.304419984818,1.10241794586182,right,236.319087734222,236.520344009399,0.201256275177002,right,236.535835494995,238.536034812927,0,nan,0,-1605223331.2671,0,238.553259840012,1605223566.4691,1605223567.57152,1605223567.58619,1605223567.78744,1605223567.80294,1605223569.80313,0,1605223569.82036,1605223927.52157,599.014469146729,1605223927.53523,1605223570.02292
4,2,1605223328.5071,1,invalid,238.770009031296,2.8,241.572237958908,2.8022289276123,left,241.587733259201,241.790439834595,0.202706575393677,right,241.804482688904,243.804742803574,0,nan,0,-1605223331.2671,0,243.821906557083,1605223570.03711,1605223572.83934,1605223572.85483,1605223573.05754,1605223573.07158,1605223575.07184,0,1605223575.08901,1605223927.52157,599.014469146729,1605223927.53523,1605223575.29257
4,2,1605223328.5071,0,valid,244.03865527153,3.8,247.840953817368,3.8022985458374,right,247.856756677628,248.063588848114,0.20683217048645,right,248.073503961563,250.074013938904,0,nan,0,-1605223331.2671,0,250.090929260254,1605223575.30576,1605223579.10805,1605223579.12386,1605223579.33069,1605223579.3406,1605223581.34111,0,1605223581.35803,1605223927.52157,599.014469146729,1605223927.53523,1605223581.56094
4,2,1605223328.5071,0,valid,250.307677974701,5,255.315388908386,5.0077109336853,left,255.326230278015,255.532088985443,0.205858707427979,left,255.542977561951,257.543146839142,0,nan,0,-1605223331.2671,0,257.560403337479,1605223581.57478,1605223586.58249,1605223586.59333,1605223586.79919,1605223586.81008,1605223588.81025,0,1605223588.8275,1605223927.52157,599.014469146729,1605223927.53523,1605223589.0312
4,2,1605223328.5071,0,valid,257.77715133667,2.1,259.88107298851,2.10392165184021,left,259.894613256454,260.098232975006,0.203619718551636,left,260.111361970901,262.11145280838,0,nan,0,-1605223331.2671,0,262.128786077499,1605223589.04425,1605223591.14817,1605223591.16171,1605223591.36533,1605223591.37846,1605223593.37855,0,1605223593.39589,1605223927.52157,599.014469146729,1605223927.53523,1605223593.60059
4,2,1605223328.5071,1,invalid,262.345534315109,1.5,263.848497858047,1.50296354293823,right,263.862770786285,264.06362985611,0.200859069824219,left,264.079518785477,266.079778900146,0,nan,0,-1605223331.2671,0,266.096943845749,1605223593.61263,1605223595.1156,1605223595.12987,1605223595.33073,1605223595.34662,1605223597.34688,0,1605223597.36404,1605223927.52157,599.014469146729,1605223927.53523,1605223597.56683
4,2,1605223328.5071,0,valid,266.313692083359,5,271.316135873795,5.00244379043579,right,271.332245340347,271.533226957321,0.200981616973877,right,271.548992624283,273.549184789658,0,nan,0,-1605223331.2671,0,273.566418161392,1605223597.58079,1605223602.58324,1605223602.59935,1605223602.80033,1605223602.81609,1605223604.81628,0,1605223604.83352,1605223927.52157,599.014469146729,1605223927.53523,1605223605.03692
4,2,1605223328.5071,1,invalid,273.783166160584,2.1,275.885167827606,2.10200166702271,left,275.900627841949,276.10302280426,0.202394962310791,right,276.117375602722,278.11765789032,0,nan,0,-1605223331.2671,0,278.134800901413,1605223605.05027,1605223607.15227,1605223607.16773,1605223607.37012,1605223607.38448,1605223609.38476,0,1605223609.4019,1605223927.52157,599.014469146729,1605223927.53523,1605223609.60494
4,2,1605223328.5071,0,valid,278.351548423767,3,281.353747835159,3.00219941139221,right,281.369350662231,281.570552816391,0.201202154159546,right,281.586097707748,283.586325874329,0,nan,0,-1605223331.2671,0,283.603523960114,1605223609.61865,1605223612.62085,1605223612.63645,1605223612.83765,1605223612.8532,1605223614.85343,0,1605223614.87062,1605223927.52157,599.014469146729,1605223927.53523,1605223615.07411
4,2,1605223328.5071,0,valid,283.820271482468,3.5,287.322191944122,3.50192046165466,right,287.338260641098,287.547740926743,0.209480285644531,right,287.555009117126,289.555099954605,0,nan,0,-1605223331.2671,0,289.572432746887,1605223615.08737,1605223618.58929,1605223618.60536,1605223618.81484,1605223618.82211,1605223620.8222,0,1605223620.83953,1605223927.52157,599.014469146729,1605223927.53523,1605223621.04296
4,2,1605223328.5071,1,invalid,289.789181699753,0.8,290.591456880569,0.80227518081665,right,290.606154193878,290.814265956879,0.208111763000488,left,290.822903862,292.823228826523,0,nan,0,-1605223331.2671,0,292.840327730179,1605223621.05628,1605223621.85856,1605223621.87325,1605223622.08137,1605223622.09,1605223624.09033,0,1605223624.10743,1605223927.52157,599.014469146729,1605223927.53523,1605223624.31073
4,2,1605223328.5071,1,invalid,293.057076921463,2.7,295.764980783463,2.70790386199951,left,295.774765005112,295.981353988647,0.206588983535767,right,295.991512527466,297.992091884613,0,nan,0,-1605223331.2671,0,298.008938064575,1605223624.32418,1605223627.03208,1605223627.04187,1605223627.24845,1605223627.25861,1605223629.25919,0,1605223629.27604,1605223927.52157,599.014469146729,1605223927.53523,1605223629.47802
4,2,1605223328.5071,0,valid,298.225686302185,2.2,300.431898822784,2.20621252059937,right,300.443186988831,300.647071828842,0.203884840011597,right,300.659934272766,302.660184850693,0,nan,0,-1605223331.2671,0,302.677360286713,1605223629.49279,1605223631.699,1605223631.71029,1605223631.91417,1605223631.92703,1605223633.92728,0,1605223633.94446,1605223927.52157,599.014469146729,1605223927.53523,1605223634.14783
4,2,1605223328.5071,0,valid,302.894108285904,3,305.898759832382,3.00465154647827,right,305.911908855438,306.11374997139,0.201841115951538,right,306.12865685463,308.129584779739,0,nan,0,-1605223331.2671,0,308.146082391739,1605223634.16121,1605223637.16586,1605223637.17901,1605223637.38085,1605223637.39576,1605223639.39668,0,1605223639.41318,1605223927.52157,599.014469146729,1605223927.53523,1605223639.61734
4,2,1605223328.5071,0,valid,308.362829437256,0.6,308.964948883057,0.602119445800781,right,308.979727497101,309.180854787827,0.201127290725708,right,309.196476688385,311.196517934799,0,nan,0,-1605223331.2671,0,311.213902463913,1605223639.62993,1605223640.23205,1605223640.24683,1605223640.44795,1605223640.46358,1605223642.46362,0,1605223642.481,1605223927.52157,599.014469146729,1605223927.53523,1605223642.68431
4,2,1605223328.5071,0,valid,311.430649747849,3.6,315.032840957642,3.60219120979309,left,315.048677196503,315.251204957962,0.202527761459351,left,315.265424718857,317.265616884232,0,nan,0,-1605223331.2671,0,317.282849779129,1605223642.69775,1605223646.29994,1605223646.31578,1605223646.51831,1605223646.53252,1605223648.53272,0,1605223648.54995,1605223927.52157,599.014469146729,1605223927.53523,1605223648.7528
